Data;Último_xangai;Abertura_xangai;Máxima_xangai;Mínima_xangai;Vol_xangai;Var%_xangai;Último_cingapura;Var%_cingapura;Último_vale;Abertura_vale;Máxima_vale;Mínima_vale;Vol_vale;Var%_vale
19/01/2022;705.5;687;715.5;687;49600;0.0413;128.08;0.0111;80.76;81.01;81.48;80.46;29330000;0.022
18/01/2022;677.5;680;687;668.5;30000;-0.0088;126.68;0.0082;79.02;77.44;79.54;77.34;24080000;0.0245
17/01/2022;683.5;699;699;673;52200;-0.018;125.65;-0.0091;77.13;76.9;77.45;76.9;9690000;-0.0053
14/01/2022;696;698;706;688;42400;-0.0197;126.8;-0.0077;77.54;76.65;77.76;75.91;21180000;0.0058
13/01/2022;710;711;719;698.5;45400;0.0128;127.79;-0.0153;77.09;77.67;78.03;76.63;23150000;-0.0152
12/01/2022;701;695;711;688;36000;0.0249;129.78;0.0169;78.28;79.18;79.27;77.76;27340000;0.0108
11/01/2022;684;668.5;694;668.5;36700;0.0088;127.62;0.0206;77.44;76.43;77.96;76.27;28420000;0.0191
10/01/2022;678;686;686.5;667;65700;-0.0037;125.05;-0.0133;75.99;75.52;77.15;75.35;25060000;-0.0118
7/01/2022;680.5;684.5;689;672.5;34000;0.0067;126.73;-0.002;76.9;73.61;76.9;73.05;35210000;0.0582
6/01/2022;676;660.5;683;660.5;50800;0.0352;126.98;0.0223;72.67;72;73.56;71.69;22040000;0.0201
5/01/2022;653;655;660;647;24400;0.0108;124.21;0.0174;71.24;70.83;72.03;70.61;22040000;0.0095
4/01/2022;646;647;656;631;27800;0.0054;122.09;-0.0049;70.57;71.88;72.39;70.4;18180000;-0.0118
30/12/2021;641.5;631;652;631;39200;0.0191;112.72;0.0028;71.37;71.4;72.31;71.05;26570000;0.0092
29/12/2021;629.5;637;639;621.5;31200;-0.0164;112.4;-0.0028;70.72;69.93;71.39;69.9;12110000;0.0058
28/12/2021;640;645;650;633;35300;-0.0236;112.71;-0.0063;70.31;71.88;71.9;70.1;18920000;-0.0273
27/12/2021;655.5;670;676;645.5;37100;-0.015;113.43;-0.0069;72.28;72.21;72.74;71.65;11370000;-0.0025
23/12/2021;651.5;663;664.5;644.5;43600;-0.0232;113.78;-0.0018;72.46;73.2;73.3;72.14;13120000;-0.0097
22/12/2021;667;670.5;677.5;655;49100;0.0008;113.99;-0.0049;73.17;73.14;73.38;71.94;18660000;-0.0052
21/12/2021;666.5;646;677;646;57100;0.016;114.55;0.0046;73.55;73.06;73.6;72.46;19590000;0.0262
20/12/2021;656;648;665.5;642.5;41700;0.0054;114.03;0.02;71.67;71.41;72.23;70.75;19200000;-0.0112
17/12/2021;652.5;644;664;641.5;42400;0.03;111.79;0.0153;72.48;73.15;73.86;72.39;38490000;-0.0158
16/12/2021;633.5;620;643.5;620;36100;0.0048;110.11;0.0215;73.64;72.33;73.66;71.83;30130000;0.0391
15/12/2021;630.5;627;641.5;619.5;38000;-0.0156;107.79;0.0021;70.87;71.48;71.58;69.76;21990000;-0.0056
14/12/2021;640.5;651;656.5;628;31500;0.0047;107.56;-0.0126;71.27;71.89;72.23;70.71;21060000;-0.0001
13/12/2021;637.5;627.5;656.5;617.5;40700;0.0266;108.93;0.0358;71.28;70.95;72.08;70.85;31700000;0.0292
10/12/2021;621;620;629;611;37300;-0.0096;105.17;-0.0027;69.26;69.12;69.76;68.52;16830000;0.0062
9/12/2021;627;641;641;613;47300;-0.0339;105.45;-0.0213;68.83;68.56;69.53;68.16;16930000;-0.0076
8/12/2021;649;649;661;639;36500;0.0164;107.74;-0.0004;69.36;70.49;70.49;68.65;24280000;-0.0074
7/12/2021;638.5;607;661;607;59700;0.0484;107.78;0.036;69.88;71.67;73.07;69.67;37120000;0.0074
6/12/2021;609;605;621.5;598;39600;0.0184;104.03;0.0329;69.37;66.71;69.57;65.88;28850000;0.0543
3/12/2021;598;600;609.5;585;41900;-0.0276;100.72;-0.0011;65.8;66.92;68.06;65;34450000;-0.022
2/12/2021;615;622;624.5;599.5;38300;-0.004;100.83;-0.0232;67.28;64.97;67.35;64.19;24890000;0.0463
1/12/2021;617.5;601;631;601;32900;0.0165;103.23;0.0096;64.3;65.28;65.87;64.06;28190000;0.0041
30/11/2021;607.5;608;625.5;586.5;42900;0.0253;102.25;0.0744;64.04;63.17;65.43;62.89;42670000;0.0064
29/11/2021;592.5;560;613.5;559;40500;0.0251;95.17;-0.0044;63.63;64.34;64.64;63.32;18160000;0.0126
25/11/2021;598.5;600;609;586.5;35900;0.0222;95.59;-0.0049;64.54;65.27;65.27;63.9;17200000;-0.0068
24/11/2021;585.5;570;601;569;40900;0.0272;96.06;0.0137;64.98;64.19;64.98;63.64;20760000;0.0231
23/11/2021;570;554.5;590;553;43600;0.0595;94.76;0.0127;63.51;64.65;65.89;63.36;30390000;0.0263
22/11/2021;538;530.5;555.5;526.5;32400;0.0267;93.57;0.01;61.88;60.01;63.19;59.65;44640000;0.0556
19/11/2021;524;513.5;539.5;512.5;31800;0;92.64;0.023;58.62;57.93;59.33;57.5;26720000;0.0273
18/11/2021;524;536;537.5;512.5;26000;-0.026;90.56;-0.0133;57.06;58.79;59.19;56.63;51340000;-0.0412
17/11/2021;538;541.5;546;530;44200;-0.0065;91.78;-0.0023;59.51;61.33;61.99;59.51;25490000;-0.0201
16/11/2021;541.5;535;548;532;18400;0.0074;91.99;0.0047;60.73;62.26;62.32;60.6;17210000;-0.0288
12/11/2021;541.5;552;552;530.5;22500;0.0028;92.1;-0.021;62.53;61.51;63.71;61.35;24540000;0.0043
11/11/2021;540;523;563;522;26600;0.0305;94.08;0.0373;62.26;62.68;63.41;61.89;28800000;0.0353
10/11/2021;524;545.5;545.5;511.5;29600;-0.0385;90.7;-0.0247;60.14;59.15;60.68;58.96;22490000;-0.0038
9/11/2021;545;550.5;555;537;14900;-0.0046;93;-0.0073;60.37;61.57;61.61;59.72;20960000;-0.0246
8/11/2021;547.5;544;559;540.5;14700;0.0101;93.68;-0.0004;61.89;58.96;62.39;58.9;27720000;0.0545
5/11/2021;542;557.5;557.5;535;24200;-0.0243;93.72;-0.0257;58.69;60.82;61.03;58.59;35750000;-0.0298
4/11/2021;555.5;569;570;545;23400;-0.0151;96.19;-0.0304;60.49;61.24;61.91;60.08;29810000;-0.0113
3/11/2021;564;547;574;546;29100;0.0053;99.21;0.0321;61.18;64.64;64.91;60.98;76670000;-0.076
1/11/2021;598;600;620;588;21900;-0.0339;102.1;-0.0385;66.21;65.92;66.71;65.14;19570000;0.0099
29/10/2021;619;638;639;601;24800;-0.0198;106.19;-0.1272;65.56;66.85;66.98;65.02;29960000;-0.0283
28/10/2021;631.5;652.5;652.5;601;26000;-0.0262;121.66;-0.0014;67.47;68.16;68.37;67.34;22510000;-0.0101
27/10/2021;648.5;656;664.5;624;15300;0.0039;121.83;-0.0026;68.16;69.56;70.25;68.16;19900000;-0.0227
26/10/2021;646;638;660.5;633;11800;0.0062;122.15;0.0011;69.74;70.5;70.56;69.64;16610000;-0.0108
25/10/2021;642;638;656;627.5;11600;0.0199;122.02;0.0041;70.5;70.68;71.02;69.92;17890000;0.0122
22/10/2021;629.5;610;649;610;14400;-0.0285;121.52;0.0032;69.65;68.36;70.59;68.33;35050000;0.0122
21/10/2021;648;663.5;684;601;19400;-0.0234;121.13;-0.0158;68.81;68.21;68.81;66.79;37430000;-0.0164
20/10/2021;663.5;658;680;656;9200;0.0084;123.08;-0.001;69.96;71.75;71.75;69.84;27180000;-0.0328
19/10/2021;658;657.5;668;649;8000;-0.0023;123.2;-0.0036;72.33;72.99;73.46;72.15;20670000;-0.0115
18/10/2021;659.5;675.5;679.5;641;15900;-0.0186;123.65;0.0009;73.17;73.16;73.61;71.85;20850000;-0.0093
15/10/2021;672;685;685;662.5;13800;-0.0044;123.54;-0.0037;73.86;72.78;74.11;72.6;26680000;0.0186
14/10/2021;675;673;691;659.5;8800;-0.0357;124;0.0116;72.51;73.23;73.46;72.45;23920000;0
13/10/2021;700;715.5;738;671.5;12900;-0.0257;122.58;-0.0331;72.51;73.97;73.97;72.48;31620000;-0.0297
11/10/2021;709.5;696;733;693.5;10600;0.035;131.71;0.0701;74.73;74.98;76.08;73.92;28240000;0.0223
8/10/2021;685.5;672;697.5;666.5;6500;0.0186;123.08;0.0408;73.1;74.58;74.93;72.87;37080000;0.0061
30/09/2021;673;649;694;646.5;8500;0.054;117.67;-0.0142;69.8;70.86;71.72;69.33;38930000;0.0058
29/09/2021;638.5;628.5;653;622;5300;0.0159;119.37;0.0017;69.4;69.37;70.31;68.53;39620000;0.0127
28/09/2021;628.5;645;648;617.5;4400;-0.0187;119.17;-0.0106;68.53;70.93;71.23;68.26;35610000;-0.05
27/09/2021;640.5;628;655;624;5400;0.0273;120.45;0.0177;72.14;71.96;72.63;70.04;38290000;0.0142
24/09/2021;623.5;614.5;638;606;6100;0.018;118.35;0.0021;71.13;71.68;72.13;70.5;26370000;-0.0154
23/09/2021;612.5;613;625;598;6200;0.0364;118.1;0.0049;72.24;72.51;73.55;71.06;47280000;-0.0001
22/09/2021;591;575;613.5;567;5900;0;117.52;0.0406;72.25;73.07;74.21;71.75;61610000;0.0355
17/09/2021;591;614.5;616;578.5;7900;-0.0437;114.55;-0.0336;71.45;73.23;73.64;70.56;74150000;-0.0203
16/09/2021;618;623.5;628;608;4200;-0.0252;118.53;-0.0402;72.93;75;75;72.92;39350000;-0.0415
15/09/2021;634;665;665;618;4700;-0.1114;123.49;-0.026;76.09;77.86;78.33;76.09;34810000;-0.025
14/09/2021;713.5;705;726.5;702;620420;-0.0111;126.79;-0.0061;78.04;78.91;79.27;77.19;25480000;-0.007
13/09/2021;721.5;730;749.5;696;973100;-0.0137;127.57;-0.0318;78.59;78.54;78.79;77.91;18800000;-0.0005
10/09/2021;731.5;730;744;722;655770;-0.0041;131.76;-0.0098;78.63;79.21;79.78;78.63;17930000;0.0011
9/09/2021;734.5;743.5;751;717.5;896370;-0.0213;133.07;-0.012;78.54;78.92;79.39;77.27;28340000;-0.0036
8/09/2021;750.5;763;764;734.5;746400;0.0054;134.69;-0.0293;78.82;80.01;80.23;78.54;22430000;-0.0209
6/09/2021;755;783;796;722;947770;-0.0252;134.19;-0.075;80.5;80.36;80.91;79.75;11850000;-0.0157
3/09/2021;774.5;763;788.5;754;681610;-0.0006;145.07;0.0325;81.78;83.07;83.67;81.7;38580000;0.0006
2/09/2021;775;765;789.5;757.5;807120;-0.0039;140.51;-0.0173;81.73;81.92;82.94;81.2;24320000;-0.003
1/09/2021;778;800.5;807;758.5;815140;-0.0621;142.99;-0.0603;81.98;80.75;82.6;79.39;20750000;0.0017
31/08/2021;829.5;845;848.5;807;665690;-0.0247;152.16;-0.0464;81.84;82.11;82.32;81.03;20350000;-0.0137
30/08/2021;850.5;848.5;874;822;945260;0.0253;159.56;-0.0002;82.98;83.62;84.3;82.9;12970000;-0.0063
27/08/2021;829.5;819;844.5;817;709080;0.0012;159.59;0.0051;83.51;82.12;83.77;82.03;19520000;0.025
26/08/2021;828.5;807;844;801.5;925680;0.0228;158.78;0.0027;81.47;82.51;82.77;81.47;17850000;-0.0127
25/08/2021;810;826;829;791;777170;0.0286;158.36;0.0036;82.52;83.01;83.32;81.73;15030000;-0.0022
24/08/2021;787.5;756;823;754.5;931300;0.0227;157.79;0.0236;82.7;82.42;83.99;82.19;29670000;0.0365
23/08/2021;770;777.5;789;752.5;690850;0.0065;154.15;-0.001;79.79;80.91;81.22;79.75;19670000;-0.0138
20/08/2021;765;748;787;735;777390;-0.0135;154.31;0.0153;80.91;80.94;82.19;80.81;30250000;0.0005
19/08/2021;775.5;799.5;799.5;756;878850;-0.056;151.99;-0.0515;80.87;81.83;83.17;80.7;59840000;-0.0571
18/08/2021;821.5;830;838.5;806;652180;-0.0272;160.25;-0.0272;85.77;87.7;87.7;85.77;34900000;-0.0335
17/08/2021;844.5;848;859;831;498980;-0.0035;164.73;-0.0075;88.74;89.66;90.67;87.63;23290000;-0.0166
16/08/2021;847.5;846;860.5;830;566590;0.0192;165.97;0.0039;90.24;88.94;90.32;87.85;21690000;0.0047
13/08/2021;831.5;836;846;814;601970;-0.0212;165.33;0.0022;89.82;90.98;91.15;89.54;11820000;-0.0083
12/08/2021;849.5;871;871;836;548370;-0.0082;164.96;-0.0214;90.57;90.57;91.21;90.26;14790000;-0.0007
11/08/2021;856.5;850;874.5;840.5;592150;0.019;168.56;0.0168;90.63;91.39;91.65;90.62;14600000;-0.0071
10/08/2021;840.5;845;855.5;823;518290;-0.0278;165.77;-0.0026;91.28;90.36;91.84;90.27;17410000;0.0096
9/08/2021;864.5;900;900;845;515980;-0.0308;166.2;-0.0357;90.41;89.74;90.77;89.31;21420000;-0.0063
6/08/2021;892;890;907;875;368480;-0.1361;172.35;-0.0074;90.98;91.11;91.97;90.82;19210000;0.0056
5/08/2021;1032.5;1060;1072;998.5;283240;-0.0236;173.63;-0.0476;90.47;90.93;91.22;89.49;31890000;-0.0305
4/08/2021;1057.5;1051;1077;1038.5;249550;-0.0038;182.31;-0.0009;93.32;92.89;93.93;92.57;18750000;-0.0011
3/08/2021;1061.5;1055;1078.5;1044.5;245380;0.0187;182.47;0.0067;93.42;91.05;93.74;90.77;36540000;0.0341
2/08/2021;1042;1035;1060;1019;345600;-0.0198;181.26;0.0081;90.34;91.98;92.37;90.34;22840000;0.0016
30/07/2021;1063;1115;1122;1013;438640;-0.0492;179.81;-0.1564;90.2;94.14;94.14;90.2;41580000;-0.0589
29/07/2021;1118;1137.5;1142.5;1094;313310;-0.0128;213.15;-0.0018;95.85;96.51;97.5;95.17;30500000;-0.0148
28/07/2021;1132.5;1108;1148;1106;298620;-0.0022;213.54;0.0022;97.29;95.79;97.53;95.59;25130000;0.0273
27/07/2021;1135;1141;1161;1103.5;342790;-0.0057;213.08;-0.0015;94.7;95.96;96.25;94.46;22010000;-0.0207
26/07/2021;1141.5;1127;1161.5;1125;330450;0.0133;213.4;0.0021;96.7;94.91;96.91;94.91;16360000;0.0217
23/07/2021;1126.5;1137;1140;1115.5;287660;-0.0179;212.96;-0.0044;94.65;94.23;94.95;93.55;13120000;-0.005
22/07/2021;1147;1170;1178;1114.5;478860;-0.0458;213.91;-0.0164;95.13;94.28;95.13;93.46;12050000;0.0026
21/07/2021;1202;1232;1242.5;1174;403760;-0.0156;217.47;-0.0078;94.88;93.52;95.27;93.3;19550000;0.0115
20/07/2021;1221;1212;1241;1202;286620;-0.0069;219.19;-0.0011;93.8;93.02;93.82;91.41;13010000;0.0084
19/07/2021;1229.5;1238;1248;1209;324900;-0.0113;219.43;-0.0011;93.02;92.89;93.02;91.41;18550000;-0.011
16/07/2021;1243.5;1234;1265.5;1224.5;380960;0.0209;219.67;0.0055;94.05;95.66;96.1;93.72;19170000;-0.0181
15/07/2021;1218;1208;1240;1196;359890;0.0029;218.47;0.0071;95.78;95.37;96.34;94.96;18210000;0.0031
14/07/2021;1214.5;1215;1223;1201;294940;0.0037;216.93;-0.003;95.48;96.42;96.56;94.91;19430000;-0.0054
13/07/2021;1210;1188;1231.5;1182;373380;0.0202;217.58;0.0061;96;95.46;96.13;95.25;12580000;0.0059
12/07/2021;1186;1177;1213;1165.5;442030;0.0124;216.26;0.0102;95.44;95.64;96.46;95.38;22270000;0.0124
8/07/2021;1208;1248;1252;1179.5;512330;-0.0127;215.39;-0.0103;94.27;92.91;94.97;92.48;21790000;-0.0038
7/07/2021;1223.5;1230;1247.5;1206;407680;-0.0065;217.64;0.0026;94.63;95.22;95.86;94.55;21410000;0.0029
6/07/2021;1231.5;1228;1241.5;1220;284000;0.0288;217.08;0.0001;94.36;94.13;94.84;93.45;18920000;0.0053
5/07/2021;1197;1178;1226;1171;380280;0.031;217.06;0.0236;93.86;94.47;94.52;93.12;13680000;-0.0036
2/07/2021;1161;1161.5;1190;1143;430620;-0.0107;212.06;-0.0055;94.2;92.89;94.23;92.54;19640000;0.0207
1/07/2021;1173.5;1171;1191;1155;357540;0.0173;213.23;0.0097;92.29;94.06;94.85;91.86;22010000;-0.0175
30/06/2021;1153.5;1150;1171.5;1135;407100;-0.017;211.19;-0.0152;93.93;92.75;94.78;92.62;18850000;0.0066
29/06/2021;1173.5;1199.5;1200.5;1144;399660;-0.0093;214.46;-0.0027;93.31;91.73;93.76;91.73;19540000;0.0172
28/06/2021;1184.5;1190;1209.5;1157.5;412400;0.0111;215.04;0.0027;91.73;93.92;94.3;91.24;18750000;-0.016
25/06/2021;1171.5;1160;1190;1148.5;374810;0.0009;214.46;0.0051;93.22;92.56;94.52;92.39;26050000;0.0123
24/06/2021;1170.5;1179;1194;1141;416020;0.0139;213.38;-0.0026;92.09;92.66;92.82;91.45;23020000;0.0014
23/06/2021;1154.5;1142;1181.5;1130;428910;0.0235;213.93;0.0046;91.96;91.42;92.92;91.22;29340000;0.015
22/06/2021;1128;1121;1149.5;1109.5;470620;-0.0363;212.96;0.0103;90.6;90.03;91.16;89.61;18430000;0.0117
21/06/2021;1170.5;1208;1215;1118.5;568110;-0.0476;210.79;-0.0154;89.55;87.63;90.03;87.14;22610000;0.0094
18/06/2021;1229;1216;1253.5;1202;492950;0.0199;214.08;-0.0009;88.72;87.03;88.72;86.63;59650000;0.0301
17/06/2021;1205;1199;1225.5;1176;431940;-0.005;214.27;0.004;86.13;87.58;88.78;85.32;33550000;-0.0208
16/06/2021;1211;1218;1232;1189;343700;-0.0041;213.42;-0.0088;87.96;90.68;90.79;87.86;38090000;-0.03
15/06/2021;1216;1247;1247;1185;349290;0.0012;215.32;-0.0021;90.68;92.53;92.6;90.48;20500000;-0.0196
11/06/2021;1214.5;1183.5;1248;1183.5;429830;0.0314;214.37;0.0073;92.99;92.19;93.34;91.92;18290000;0.0224
10/06/2021;1177.5;1175;1193.5;1161.5;345010;0.0064;212.81;0.012;90.95;91.27;92.21;90.31;30650000;-0.0033
9/06/2021;1170;1155;1191.5;1150;383950;0.0354;210.29;0.0137;91.25;89.46;92.18;88.81;22460000;0.0207
8/06/2021;1130;1119;1152;1106;407400;-0.0238;207.44;0.0301;89.4;91.48;91.72;89.22;22550000;-0.0168
7/06/2021;1157.5;1179;1197;1115;513620;-0.0103;201.37;-0.0207;90.93;91.25;91.62;90.03;22710000;-0.0097
4/06/2021;1169.5;1185;1199;1148;517700;-0.0176;205.62;-0.0094;91.82;93.12;93.35;91.41;18320000;-0.0166
2/06/2021;1172;1166;1191.5;1155.5;404420;0.0308;204.9;0.0008;93.37;92.9;94.1;92.31;20300000;0.0141
1/06/2021;1137;1120;1170.5;1093.5;502370;0.0431;204.74;0.051;92.07;95.16;95.97;92.07;31140000;-0.0137
31/05/2021;1090;1050;1122.5;1048;498140;0.0376;194.81;-0.0497;93.35;91.5;93.44;91.5;17730000;0.0285
28/05/2021;1050.5;1048;1074.5;1024;435330;0.0289;204.99;-0.0007;90.76;90.37;91.7;88.99;25110000;0.0054
27/05/2021;1021;990;1055;985;468920;-0.0135;205.14;0.0119;90.27;90.11;91.16;89.28;55340000;0.0071
26/05/2021;1035;1058;1068.5;992;508890;-0.0222;202.72;-0.0091;89.63;86.51;89.72;86.24;28130000;0.0295
25/05/2021;1058.5;1058.5;1079;1040.5;389100;0;204.58;-0.0035;87.06;89.69;90.19;86.85;23220000;-0.025
24/05/2021;1058.5;1090.5;1099.5;1016;613320;-0.057;205.3;-0.0122;89.29;87.84;89.58;87.44;19240000;0.0035
21/05/2021;1122.5;1146;1155;1093.5;456260;-0.011;207.83;-0.0111;88.98;90.37;90.48;88.24;27200000;-0.0154
20/05/2021;1135;1140;1164;1102;606240;-0.0631;210.16;-0.0096;90.37;90.85;91.17;89.63;20890000;-0.0101
19/05/2021;1211.5;1240;1249.5;1178.5;458890;-0.017;212.19;-0.0151;91.29;91.17;91.73;89.33;32840000;-0.0206
18/05/2021;1232.5;1209;1256;1202;412600;-0.0203;215.44;0.0189;93.21;93.17;93.86;92.06;27040000;0.0101
17/05/2021;1258;1268;1268;1171.5;0500;0.0174;211.44;0.0137;92.28;90.68;92.57;90.42;26040000;0.0262
14/05/2021;1236.5;1289.5;1306;1233;0900;-0.0974;208.59;-0.0271;89.92;90.44;90.92;89.16;25600000;-0.0172
13/05/2021;1370;1324.5;1387;1238;0300;-0.0025;214.4;-0.0426;91.49;91.09;92.9;90.05;34260000;-0.0161
12/05/2021;1373.5;1373;1380;1360;0700;0.0062;223.94;0.0188;92.99;95.97;96.34;92.68;31630000;-0.037
11/05/2021;1365;1372.5;1400.5;1321.5;0300;-0.0051;219.8;-0.0042;96.56;92.7;96.56;92.16;28590000;0.0352
10/05/2021;1372;1369.5;1394.5;1270.5;0800;0.082;220.72;0.07;93.28;97.43;97.96;93.28;38700000;-0.0066
7/05/2021;1268;1248;1280;1248;0500;0.0263;206.28;0.0429;93.9;94.78;94.79;92.87;21600000;0.0035
6/05/2021;1235.5;1200;1250;1200;1300;0.0004;197.79;0.037;93.57;91.04;93.69;90.67;38110000;0.0392
30/04/2021;1235;1250;1252;1162;13400;-0.012;184.05;0.0238;88.67;90.27;90.73;88.67;36650000;-0.0261
29/04/2021;1250;1241;1264.5;1234.5;7000;-0.0064;179.78;-0.0001;91.05;91.25;91.86;90.19;19640000;0.0002
28/04/2021;1258;1273;1278.5;1243;9200;-0.0087;179.79;-0.0021;91.03;89.92;91.44;88.92;20440000;0.0164
27/04/2021;1269;1268;1276;1262.5;13000;0.0063;180.17;0.0035;89.56;88.55;89.95;88.26;24020000;0.0143
26/04/2021;1261;1226;1285.5;1225;23000;0.0315;179.54;0.0056;88.3;89.42;90.03;87.96;16730000;0.0054
23/04/2021;1222.5;1211;1238;1211;19000;0.0062;178.54;0.003;87.83;87.15;87.92;86.59;12730000;0.0166
22/04/2021;1215;1211;1225;1205;22200;-0.0008;178;-0.0035;86.4;87.22;87.22;84.86;19700000;0.0007
20/04/2021;1209.5;1190;1225;1190;33200;0.019;178.82;0.0153;86.34;87.8;88.12;85.41;20780000;-0.0146
19/04/2021;1187;1170.5;1202.5;1168;32200;0.0098;176.12;0.0115;87.62;88.65;89.37;87.54;23220000;-0.0086
16/04/2021;1175.5;1178;1183;1168.5;32400;0.0077;174.11;0.0006;88.38;88.36;88.74;87.43;17360000;0.0042
15/04/2021;1166.5;1140;1181;1140;50200;0.017;174.01;0.0151;88.01;88.37;89.37;87.47;19330000;0.0114
14/04/2021;1147;1145;1153.5;1142.5;30800;0.0048;171.42;0.0023;87.02;84.56;87.66;84.4;38000000;0.033
13/04/2021;1141.5;1140;1151.5;1136;41200;0.0115;171.02;-0.0003;84.24;84.5;84.82;83.65;17580000;0.0017
12/04/2021;1128.5;1120;1148;1112;70100;0.0036;171.07;0.0062;84.1;83.69;84.28;83.13;14730000;0.0039
9/04/2021;1124.5;1120;1137;1117;63600;0.0085;170.01;-0.0006;83.77;84.58;85.12;83.72;18800000;-0.0144
8/04/2021;1115;1120;1122.5;1109;56000;-0.0009;170.11;0.0054;84.99;85.35;85.64;84.68;25890000;-0.0006
7/04/2021;1116;1111;1123;1105;84100;0.0059;169.2;0.0148;85.04;83.26;85.66;83.08;32720000;0.0246
6/04/2021;1109.5;1115;1126;1098.5;81600;0.0073;166.73;0.0032;83;84.42;85.04;83;22110000;-0.013
1/04/2021;1090.5;1071;1114.5;1061.5;180050;-0.0009;163.58;0.0157;79.21;80.11;80.4;78.18;17070000;-0.0059
31/03/2021;1091.5;1098.5;1109;1070;211230;-0.0032;161.05;-0.0348;79.68;79.03;80.16;78.65;18670000;0.0092
30/03/2021;1095;1103;1118;1073.5;271700;-0.0117;166.86;0.0009;78.95;79.63;80.11;78.55;17900000;-0.0093
29/03/2021;1108;1085;1143;1081.5;324700;0.0317;166.71;0.0036;79.69;78.08;80.07;77.97;25820000;0.0256
26/03/2021;1074;1061.5;1094;1052;252690;0.0066;166.12;0.0018;77.7;76.24;77.86;75.96;26660000;0.0335
25/03/2021;1067;1058;1079;1054.5;264330;0.0269;165.82;-0.002;75.18;75.67;75.87;73.69;23540000;-0.0077
24/03/2021;1039;1040;1055;1016.5;321330;0.0142;166.15;0.0048;75.76;74.82;76.97;74.67;24630000;0.023
23/03/2021;1024.5;1010.5;1040;1007;293970;0.0054;165.36;0.0044;74.06;75.91;76.27;74.06;20290000;-0.0231
22/03/2021;1019;1035;1055;990.5;415920;-0.0454;164.63;-0.0057;75.81;76.06;76.32;74.7;21010000;-0.0166
19/03/2021;1067.5;1083.5;1095;1036.5;416610;-0.0111;165.58;-0.0134;77.09;78.16;78.21;76;38510000;-0.0143
18/03/2021;1079.5;1065.5;1098.5;1060;285320;0.0155;167.83;0.0023;78.21;79.46;79.92;77.7;19050000;-0.0177
17/03/2021;1063;1064;1074.5;1047.5;263400;0.0014;167.44;0.0012;79.62;78.4;79.8;78.13;21370000;0.0144
16/03/2021;1061.5;1046;1083.5;1042.5;385510;0.0306;167.24;0.0057;78.49;78.92;79.57;78.09;19080000;-0.0032
15/03/2021;1030;1059;1059;1005;452320;-0.0396;166.29;-0.0047;78.74;78.48;79.18;77.88;19950000;-0.0061
12/03/2021;1072.5;1080;1098.5;1041;384120;0.0099;167.08;-0.0165;79.22;80.52;80.88;78.66;21120000;-0.0231
11/03/2021;1062;1055;1095;1031;419920;0.0251;169.89;0.0236;81.09;80.51;81.41;79.88;26200000;0.0263
10/03/2021;1036;1042;1053;1022;379080;-0.0565;165.98;-0.0005;79.01;79.3;79.57;77.85;31310000;-0.0155
9/03/2021;1098;1140;1141.5;1031;493700;-0.0415;166.06;-0.0392;80.25;79.3;80.77;77.98;40540000;-0.01
8/03/2021;1145.5;1135;1168;1123;310610;0.0044;172.84;0.0016;81.06;80.68;82.9;80.44;39680000;-0.0054
5/03/2021;1140.5;1166.5;1173;1112.5;441470;-0.0215;172.56;-0.0166;81.5;77.04;81.82;76.39;46500000;0.0593
4/03/2021;1165.5;1148;1185;1143.5;345080;0.0117;175.47;0.0091;76.94;77.36;78.98;75.9;48490000;-0.0149
3/03/2021;1152;1153;1178;1130;383880;0.0168;173.88;0.0052;78.1;79.38;80.94;77.55;41470000;-0.0123
2/03/2021;1133;1133;1155;1117.5;328820;-0.004;172.98;0.0072;79.07;75.88;79.52;73.89;47570000;0.0308
1/03/2021;1137.5;1144;1161;1122;335020;-0.0039;171.75;-0.0092;76.71;74.71;77.3;74.21;32800000;0.0428
26/02/2021;1142;1131;1166.5;1113.5;436540;0.0093;173.34;0.048;73.56;75.14;76.04;73.17;42860000;-0.0125
25/02/2021;1131.5;1130;1161;1105;393130;0.0143;165.4;0.001;74.49;76.81;77.01;73.95;24470000;-0.0226
24/02/2021;1115.5;1106;1133;1090;330340;-0.008;165.24;-0.0004;76.21;75.59;76.43;74.6;21860000;0.0101
23/02/2021;1124.5;1138.5;1146.5;1101;301650;-0.014;165.3;-0.0034;75.45;75.17;75.76;72.62;35750000;0.0167
22/02/2021;1140.5;1118;1180;1110;339860;0.0188;165.87;0.0056;74.21;75.1;76.67;73.19;50160000;-0.0247
19/02/2021;1119.5;1125;1145;1089.5;349570;-0.0009;164.95;0.0012;76.09;75.65;76.93;74.97;24970000;0.0038
18/02/2021;1120.5;1100;1134.5;1100;229930;0.0601;164.75;0.0107;75.8;75.77;76.58;74.73;33090000;0.0109
10/02/2021;1057;1061.5;1072;1041;230380;0.01;161.03;0.0124;73.7;73.67;74.46;73.45;40320000;0.0048
9/02/2021;1046.5;1034;1067;1022.5;262290;0.028;159.06;0.0171;73.35;73.62;74.11;71.85;32300000;0.0026
8/02/2021;1018;1000;1033;996;271230;0.019;156.38;0.0172;73.16;72.35;73.86;71.95;28160000;0.0141
5/02/2021;999;987;1017;984;364840;0.0363;153.74;-0.0129;72.14;70.2;72.2;69.69;27110000;0.0381
